Codigo;CodigoOrigen;Concepto;Categoria;Proveedor;Producto;StockActual;STOCK ANAYA 2710;Ubicaci�n Anaya;STOCK CROCKER;Ubicaci�n Crocker;STOCK JUANICO;Ubicaci�n Juanico;OBSERV.; EN VIAJE;StockSeguridad;Stock M�ximo;Diferencia;"Bajo de stock ""BAJO"""; PRECIO FOB ;DTO; FOB FILSA ; PRECIO FOB FAC ;% COSTO ESTIMADO; COSTO ESTIMADO ; COSTO REAL$ ; COSTO REAL USD ; COEF. ; PRECIO DE LISTA USD ;NCM - NOMENCLATURA
2836;NEO0403;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR ROJO FUSTIX CF 2.00 MM ;0;;0;;;;;;;;;0;;7,91;10%;7,12;;;;$ 7,13; USD 0,18 ;1,3; USD 0,23 ;
2837;NEO0404;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR NEGRO FUSTIX CF 2,00MM;0;;0;;;;;;;;;0;;7,91;10%;7,12;;;;$ 7,13; USD 0,18 ;1,3; USD 0,23 ;
2838;NEO0402;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR MARRON FUSTIX CF 2,00MM;0;;0;;;;;;;;;0;;7,91;10%;7,12;;;;$ 7,13; USD 0,18 ;1,3; USD 0,23 ;
2839;NEO0405;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR VDE-AMAR FUSTIX CF 2,00MM;0;;0;;;;;;;;;0;;7,91;10%;7,12;;;;$ 7,13; USD 0,18 ;1,3; USD 0,23 ;
2840;80PSI-120PSI;OSMOSIS PORTATIL;TABLERO;SEAFLO;SWITCH DE PRESI�N 120 PSI PARA BOMBA OSMO SEAFLO;19;19;1-F-07-02;;;;;;;;;0;; USD 2,00 ;0%; USD 2,00 ;2;48%;2,96;$ 120,00; USD 3,00 ;; USD 14,50 ;
2841;120PSI-180PSI;OSMOSIS PORTATIL;TABLERO;SEAFLO;SWITCH DE PRESI�N 180 PSI PARA BOMBA OSMO SEAFLO;10;10;1-F-07-01;;;;;;;;;0;; USD 2,00 ;0%; USD 2,00 ;2;48%;2,96;$ 120,00; USD 3,00 ;; USD 14,50 ;
2842;SFBS-12-04B;ACCESORIOS;ACC CA�ERIA;SEAFLO;DETECTOR DE DERRAME (SENSOR);28;28;1-F-07-02;;;;;;;;;0;; USD 8,80 ;0%; USD 8,80 ;8,8;48%;13,02;$ 600,00; USD 15,00 ;; USD 45,00 ;
2843;SFPT-20-01;ACCESORIOS;WC PORTATIL;SEAFLO;WATER PORTATIL ;0;;0;;;;;;;;;0;; USD 27,00 ;0%; USD 27,00 ;27;48%;39,96;$ 1.840,00; USD 46,00 ;; USD 95,00 ;
2844;24x72 - Tripod Base;TANQUE -FIBRA;24X72;CLACK CORPORATION;TANQUE FIBRA DE VIDRIO 24x72 TRIPOD;2;;1-E23-03;2;;;;;;1;1;0;; USD 1.581,00 ;0,34; USD 537,54 ;477,58;35,00%;725,68;$ 10.800,00; USD 270,00 ;0,8; USD 1.264,80 ;
2845;103979;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;MEMBRANA PARA SENSOR DE OZONO 2PPM;3;3;1-E-33-03;;;;;1-E23-03;;2;4;1;; USD 212,00 ;45%;95,4;95,7;30%;124,02;$ 4.238,40; USD 105,96 ;1,25; USD 265,00 ;
2846;NE 10000;TANQUE;TANQUE ;xima;TANQUE 10.000 LT;0;;0;;;;;;;;;0;;;;;;;;$ 47.500,00; USD 1.668,50 ;1,2; USD 2.002,20 ;
2847;;TANQUE;TANQUE ;xima;TANQUE 1000 LT;0;;1-E-2-2-03;;;;;;;;;0;;;;;;;;; USD 380,00 ;; USD -   ;
2848;N11VC;BOMBA DOSIF;CABEZAL DE BOMBA;WALCHEM IWAKI AMERICA INC;CABEZAL DOSIFICADORA EW-VC;13;13;1E-22-03;;;;;;;4;8;0;; USD 168,00 ;45%;92,4;72,5;30%;120,12;$ 3.920,00; USD 98,00 ;1,2; USD 201,60 ;
2849;191377;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;KIT FLOWCELL WASHER, O'RING;7;7;1-E-23-04;;;;;;;2;4;0;; USD 54,00 ;45%;29,7;27,75;30%;38,61;$ 1.680,00; USD 42,00 ;1,3; USD 70,20 ;
2850;190986;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;CABLE 20FT, ELECTRODE, CONDUCTIVITY, COOLING, PASSIVE;1;1;1-E-33-01;;;;;1-E33-01;;2;4;3;BAJO; USD 165,00 ;45%;90,75;79,75;30%;117,98;$ 7.138,04; USD 178,45 ;1,3; USD 214,50 ;
2851;102963;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;CABLE 10FT, ELECTRODE. ORP, HIGH TEMPERATURE/PRESSURE;0;;0;;;;;;;0;0;0;; USD 575,00 ;45%;316,25;212,52;30%;411,13;$ 18.465,68; USD 461,64 ;1,3; USD 747,50 ;
2852;102028;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;GLAND, SS, HIGH TEMP/IN-LINE (PH/ORP);0;;0;;;;;1;;1;1;1;BAJO; USD 303,00 ;45%;166,65;105,05;30%;216,65;$ 8.008,00; USD 200,20 ;1,3; USD 393,90 ;
2853;102535;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;CABLE, 3 TWISTED PAIR SHIELDED (PH, ORP OR CONDUCTIVITY) 2,18/FT;0;;1-E13-01;;;;;120;;50;120;120;BAJO; USD 2,60 ;45%;1,43;1,2;30%;1,86;$ 62,35; USD 1,56 ;1,3; USD 3,38 ;
2854;190851;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;JUNCTION BOX ;1;1;1-E-24;;;;;1-1-E13-01;;1;2;1;; USD 84,00 ;45%;46,2;40,7;30%;60,06;$ 2.116,40; USD 52,91 ;1,3; USD 109,20 ;
2855;191646-20;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;INLINE GRAPHITE CONTACTING CONDUCTIVITY ;0;;1-E33-01;;;;;1-E-03-04;;1;2;2;BAJO; USD 165,00 ;45%;90,75;57,12;30%;117,98;$ 2.970,24; USD 74,26 ;1,35; USD 222,75 ;
2856;191658;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;PLACA  W100;3;3;1-E-33-04;;;;;1-E33-01;;1;2;0;; USD 328,00 ;45%; USD 180,40 ;166,65;30%;234,52;$ 7.687,60; USD 192,19 ;1,3; USD 426,40 ;
2857;191289;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;CELDA COMPLETA PARA SENSOR;9;9;1-E-23-04;;;;;;;5;10;1;; USD 98,00 ;45%;53,9;46,75;30%;70,07;$ 3.040,00; USD 76,00 ;1,3; USD 127,40 ;
2858;103726;SENSOR;ELECTROLITO;WALCHEM IWAKI AMERICA INC;ELECTROLITO (PARA MEMBRANA DE PH EXTENDIDO);1;1;1-E-33-02;;;;;1-E33-02;;2;5;4;BAJO; USD 93,00 ;45%;51,15;48,95;30%;66,5;$ 2.400,00; USD 60,00 ;1,1; USD 102,30 ;
2859;103712;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;MEMBRANA (DE CL PARA PH EXTENDIDO);5;5;1-E-33-02;;;;;1-E33-02;;2;5;0;; USD 155,00 ;45%;85,25;80,3;30%;110,83;$ 3.960,00; USD 99,00 ;1,1; USD 170,50 ;
2860;CCT-9300;REPUESTO TURBIDIMETRO;ACC CONTROLADORES;CREATE INSTRUMENTATION ;TURBIDIMETRO ;0;;1-E-08-03;;;;;;;1;1;1;BAJO; USD 1.380,00 ;0%; USD 1.380,00 ;1.380,00;30%;1.794,00;; USD 1.736,43 ;; USD -   ;
2861;TUR-2200;CONTROLADORES;CONTROLADOR;CREATE INSTRUMENTATION ;CONDUCTIMETRO CONTROL M - TRES PUNTAS;2;2;1-E-08-03;;;;;1-E-08-03;;1;2;0;; USD 270,00 ;0%; USD 270,00 ;270;30%;351;; USD 403,34 ;; USD -   ;
2862;;INSUMOS;TEST;FILSA / GONZALEZ NOBLE;KIT TITULADOR DE DUREZA ;0;;0;;;;;;;1;2;2;BAJO;;;;;;;; USD -   ; -   ; USD 30,00 ;
2863;FM-60PM;FLOWMETER IN;EN LINEA;WATER PURIFICATION SUPPLIES;"FLOWMETER IN LINE 20-60GPM 1,5"" NPT";0;;1-D-05-04;;;;;2;;2;4;4;BAJO;88;0%;88;88;35%;118,8;; USD 116,31 ;; USD 195,00 ;
2864;OXS305;FILTRO CONCENTRADOR;ACC EQ OZONO;CLEAR WATER TECH LLC;FILTRO CONCENTRADOR ATF P/EQ 15C;1;1;D54;;;;;1-D-05-04;;1;2;1;; USD 3.700,00 ;55%; USD 1.665,00 ;1.383,00;40,00%;2.331,00;$ 63.628,00; USD 1.590,70 ;0,9; USD 3.330,00 ;
2865;;;ACC EQ OZONO;;;0;;1-D52-06;;;;;;;2;4;4;BAJO; USD 287,00 ;55%; USD 129,15 ;111;40,00%;180,81;$ 6.616,96; USD 165,42 ;1,2; USD 344,40 ;
2866;OXU375;FILTRO CONCENTRADOR;ACC EQ OZONO;CLEAR WATER TECH LLC;FILTRO CONCENTRADOR P/AEROUS 8;0;;1-D54;;;;;;;2;4;4;BAJO; USD 210,00 ;55%; USD 94,50 ;83;40,00%;132,3;$ 3.818,60; USD 95,47 ;1,2; USD 252,00 ;
2867;OXU381;FILTRO CONCENTRADOR;ACC EQ OZONO;CLEAR WATER TECH LLC;FILTRO CONCENTRADOR P/AEROUS 15;2;2;1-D54;;;;;1-D-05-04;;1;2;0;; USD 260,00 ;55%; USD 117,00 ;104;40,00%;163,8;$ 4.785,20; USD 119,63 ;1,2; USD 312,00 ;
2868;ASP76A;KIT MANTENIMIENTO;ACC EQ OZONO;CLEAR WATER TECH LLC;KIT MANTENIMIENTO PARA AEROUS 15;1;1;1-D53;;;;;1-D-05-03;;1;2;1;; USD 700,00 ;55%; USD 315,00 ;270;40,00%;441;$ 14.080,00; USD 352,00 ;1,2; USD 840,00 ;
2869;V3068;REPUESTO - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;CARETA WS2H;1;1;1-D-04-02-9;;;;;1-D42-06;;1;2;1;; USD 43,48 ;0,32; USD 13,91 ;14,98;35,00%;18,78;$ 863,60; USD 21,59 ;1,35; USD 58,70 ;
2870;V3241-01 BOARD;REPUESTO - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;PLACA DISPLAY WS2H;0;;0;;;;;;;1;2;2;BAJO; USD 342,65 ;0,32; USD 109,65 ;91,54;35,00%;148,02;$ 5.030,52; USD 125,76 ;1,1; USD 376,92 ;
2871;V3248;REPUESTO - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;CABLE DISPLAY WS2H;0;;1-E06-03-02;;;;;1;;1;2;2;BAJO; USD 23,61 ;0,32; USD 7,56 ;25,84;35,00%;10,2;$ 1.466,40; USD 36,66 ;1,3; USD 30,69 ;
2872;;;ACC. VALVULAS CLACK;;;0;;1-D-04-02-06;;;;;;;1;2;2;BAJO;;0%; USD -   ;;35,00%; -   ; $ -   ;;; USD -   ;
2873;V3065;REPUESTO - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;ENSAMBLE E SELLO WS2H;4;4;1-D-04-03-04;;;;;;;3;6;2;; USD 200,83 ;0,32; USD 64,27 ;62,39;35,00%;86,76;$ 3.798,40; USD 94,96 ;1,3; USD 261,08 ;
2874;DG50252000HC;FILTRO;PARTICULAS;CLACK CORPORATION;"FILTRO HC DUAL 20""x4,5"" 50/25� (6 C/CAJA)";57;3;0;54;;;;;;20;60;3;; USD 39,50 ;0,22; USD 8,69 ;6,61;35,00%;11,73;$ 384,04; USD 9,60 ;1; USD 39,50 ;8421,99
2875;FS100200160;ARENA 1.0 - 2,0 MM;con STOCK;UNIFILT;ARENA 1.0 - 2,0 MM (X KG);0;;1-D-42-04;;;;;;;0;0;0;;;;;0,13;;;;;; USD -   ;
2876;SFDPA2-015-160-35 / 220V;BOMBA;BOMBA DIAFRAGMA;SEAFLO;BOMBA PARA OSMOSIS 600 GPD Y 100 L/H;26;26;1-F-07-02;;;;;1-H-01-01;;2;5;0;; USD 42,00 ;0%; USD 42,00 ;42;48%;62,16;$ 2.400,00; USD 60,00 ;; USD 165,00 ;
2877;190783;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;PREAMPLIFICADOR PH/ORP;3;3;1-E-23-04;;;;;;;1;2;0;; USD 230,00 ;45%;126,5;102,85;35%;170,78;$ 8.936,76; USD 223,42 ;1,3; USD 299,00 ;
2878;WFP150;ACCESORIOS;DIGITAL;WALCHEM IWAKI AMERICA INC;"FLOWMETER ASM, PWHEEL. W/1,5"" TEE";2;2;1-E-2-5;;;;;1-E-04-03;;1;2;0;; USD 875,00 ;45%;481,25;416;30%;625,63;$ 25.000,00; USD 625,00 ;1; USD 875,00 ;
2879;W-IN9-7000-H-AADE-D-N-N-N-NNNNN;CONTROLADORES;CONTROLADOR;WALCHEM IWAKI AMERICA INC;INTUITION 9 - W-IN9;1;1;1-D-05-04;;;;;1-E-02-05;;1;2;1;; USD 5.290,00 ;58%;2.221,80;1.997,52;30%;2.888,34;$ 123.055,44; USD 3.076,39 ;0,9; USD 4.761,00 ;9027,80,99,00
2880;103903-10;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;SENSOR, CCOND, W1/6, PT1000, 10FT - K=0,01 / 0-0,3mS;3;3;1-E-14;;;;;1-E-01-04;;2;4;1;; USD 418,00 ;45%;229,9;218,99;30%;298,87;$ 10.720,00; USD 268,00 ;1,2; USD 501,60 ;
2881;103904-10;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;SENSOR, CCOND, W1/6, PT100, 10FT - K=0,1 / 0-3mS;4;4;1-E-14;;;;;1-E-01-04;;2;4;0;; USD 381,00 ;45%;209,55;199,65;30%;272,42;$ 9.800,00; USD 245,00 ;1,2; USD 457,20 ;
2882;191746;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;SENSOR PARA OZONO 2PPM;2;2;1-E-34;;;;;1-E-03-04;;2;4;2;; USD 2.761,00 ;45%;1.518,55;1.104,18;30%;1.974,12;$ 50.858,76; USD 1.271,47 ;0,6; USD 1.656,60 ;
2883;104037;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;SENSOR CL2, PVC, SIN MEMBRANA;2;2;1-E-34;;;;;1-E-03-04;;2;4;2;; USD 1.748,00 ;45%;961,4;546,38;30%;1.249,82;$ 29.742,64; USD 743,57 ;0,6; USD 1.048,80 ;
2884;104039;SENSOR;ELECTROLITO;WALCHEM IWAKI AMERICA INC;ELECTROLITO SIN MEMBRANA;0;;1-E-3-3-04;;;;;;;2;4;4;BAJO; USD 47,00 ;45%;25,85;22,55;30%;33,61;$ 1.056,88; USD 26,42 ;1,2; USD 56,40 ;
2885;191929;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;PLACA W600 SI AI OPTION  (sensor y 1 entrada anal�gica);3;3;1-E-33-04;;;;;;;4;8;5;BAJO; USD 285,00 ;45%; USD 156,75 ;137,76;30%;203,78;$ 8.320,00; USD 208,00 ;1,3; USD 370,50 ;
2886;191731;ACCESORIOS;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;PLACA ANALOGA INPUT W 600 (2 entradas anal�gicas);5;5;1-E-33-04;;;;;1-E33-04;;4;8;3;; USD 260,00 ;45%; USD 143,00 ;96,18;30%;185,9;$ 5.241,60; USD 131,04 ;1,3; USD 338,00 ;
2887;T-42-NA FG;MEDIO FILTRANTE;RESINAS;THERMAX;RESINA T-42 NA FG X LITRO;3000;;0;;;3000;;;;1000;3000;0;;1,49;0%;1,49;1,49;30%;1,94;; USD 1,80 ;3,8; USD 5,66 ;
2888;32900021;ACCESORIOS;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;MEMBRANA DE CLORO LIBRE (NUEVA PUNTA);0;;1-A-9-2;;;;;2;;1;2;2;BAJO;� 120,75;40%;� 72,45;64;40%;101,43;$ 4.513,46; USD 112,84 ;1,5; USD 181,13 ;
2889;;BOMBA - PARA MEMB 4040 HASTA 4 UNIDADES M�XIMO;VERTICAL;GIANNI;BOMBA STAIRS SBI 3-19 (bomba 2do paso osmosis doble);5;5;1E-2-3-05;;;;;1-A-09-02;;1;2;0;;1.086,00;25%;814,5;;;814,5;; USD 814,00 ;1,3; USD 1.411,80 ;
2890;102594;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;O'RING VITON;20;20;1-E-23-05;;;;;;;2;4;0;; USD 9,20 ;45%;5,06;5,06;30%;6,58;$ 263,12; USD 6,58 ;1,5; USD 13,80 ;
2891;103907;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;CONECTOR PP 1/2  P/SENSOR CONDUCT.;14;14;1-E-23-05;;;;;;;3;9;0;; USD 21,00 ;45%;11,55;11,55;30%;15,02;$ 601,80; USD 15,05 ;1,5; USD 31,50 ;
2892;102585;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;ADAPTADOR EN LINEA 1 1/4;4;4;1-E-23-05;;;;;;;2;4;0;; USD 44,00 ;45%;24,2;24,2;30%;31,46;$ 1.258,40; USD 31,46 ;1,3; USD 57,20 ;
2893;102586;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;TUERCA PARA MONTAJE EN LINEA;21;21;1-E-23-05;;;;;;;2;4;0;; USD 31,00 ;45%;17,05;17,05;30%;22,17;$ 886,60; USD 22,17 ;1,3; USD 40,30 ;
2894;;TANQUE;Vac�o;;TANQUE 4000 LTS ;0;;1-E-1-5;;;;;;;;;0;;;;;;;;; USD 2.985,00 ;;;
2895;WCNP110A-N;CONTROLADORES;CONTROLADOR;WALCHEM IWAKI AMERICA INC;CONTROLADOR W100 P/PANEL;4;4;1-E-15;;;;;1-E-01-05;;1;2;0;; USD 569,00 ;58%;238,98;210,42;30%;310,67;$ 10.880,00; USD 272,00 ;0,9; USD 512,10 ;9027,80,99,00
2896;191669;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;CONECTOR ALTA PRESION 1/2 NPT;0;0;0;;;;;;;;;0;; USD 213,00 ;45%;117,15;102,85;30%;152,3;$ 6.091,80; USD 152,30 ;1,3; USD 276,90 ;
2897;7FOS2-2BSPT;CARCASA;INOXIDABLE;SHELCO FILTERS / WATER PIRIFICATION SUPPLIES;"CARCASA INOX MULTIFILTROS 20"" - 7 FILTROS";0;;1-E-4-3;;;;;;;1;3;3;BAJO;780;0%;780;692,15;30%;1.014,00;; USD 868,00 ;1,5; USD 1.170,00 ;
2898;WFP075;ACCESORIOS;DIGITAL;WALCHEM IWAKI AMERICA INC;FLOWMETER PWHEEL W3/4 TEE;3;3;1-E-43;;;;;1-E-04-03;;0;0;0;; USD 850,00 ;45%;467,5;404;30%;607,75;$ 24.280,00; USD 607,00 ;1; USD 850,00 ;
2899;WFP100;ACCESORIOS;DE PANEL;WALCHEM IWAKI AMERICA INC;"FLOWMETER PWHEEL W1"" TEE";0;;1-E-4-3;;;;;1-E-04-03;;8;16;16;BAJO; USD 864,00 ;45%;475,2;411;30%;617,76;$ 24.680,00; USD 617,00 ;1; USD 864,00 ;
2900;WFP200;ACCESORIOS;DIGITAL;WALCHEM IWAKI AMERICA INC;"FLOWMETER PWHEEL W2"" TEE";2;2;1-E-43;;;;;1-E-04-03;;1;2;0;; USD 888,00 ;45%;488,4;422,5;30%;634,92;$ 25.360,00; USD 634,00 ;1; USD 888,00 ;
2901;LKN47C-VC;BOMBA;LKN;WALCHEM IWAKI AMERICA INC;BOMBA LKN47X-VC;2;2;1-E42-01;;;;;1-A-08-01;;2;4;2;; USD 2.537,00 ;58%;1.065,54;945;30%;1.385,20;$ 49.140,00; USD 1.228,50 ;1; USD 2.537,00 ;
2902;L4VC-PK;KIT MANTENIMIENTO;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;KIT DE BOMBA L4VC-PK;2;2;1-E-42-04;;;;;1-E42-01;;2;4;2;; USD 220,00 ;45%;121;93,5;30%;157,3;$ 4.862,00; USD 121,55 ;1,5; USD 330,00 ;
2903;IX-C150TCN-TB-U;BOMBA DOSIF;IX;WALCHEM IWAKI AMERICA INC;BOMBA IX-C150TCN-TB-U;1;1;1-D-71;;;;;1-A-08-01;;2;4;3;BAJO; USD 3.470,00 ;58%;1.457,40;1.457,00;30%;1.894,62;$ 70.696,08; USD 1.767,40 ;1; USD 3.470,00 ;
2904;IXC150TC-PK;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;KIT DE BOMBA IXC150TC-PK;3;3;1-E-42-04;;;;;1-E42-01;;4;6;3;BAJO; USD 404,00 ;45%;222,2;178,5;30%;288,86;$ 9.282,00; USD 232,05 ;1,5; USD 606,00 ;
2905;102884;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;TEE 3/4 NPTF, P/ BAJA PRESION  PH/ORP;2;2;1-E-23-05;;;;;;;2;4;2;; USD 44,00 ;45%;24,2;19,8;30%;31,46;$ 1.258,40; USD 31,46 ;1,5; USD 66,00 ;
2906;E00002 - 500;ACCESORIOS;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;TUBO WALCHEM 3/8 X METRO (rollo 150mts);0;;0;;;;;1-D-02-02;;50;150;150;BAJO; USD 399,00 ;45%;219,45;173;30%;285,29;$ 10.132,28; USD 253,31 ;1,15; USD 458,85 ; USD 3,28 
2907;;REPUESTO FRASCO;Vac�o;;FRASCO MUESTRA BACTERIOLOGICA;0;;0;;;;;;;;;;;;;;;;;$ 7,00; USD 0,18 ;;;
2908;102581;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;HOUSING PH/ORP CON ATC PT 1000;0;;1-E13-02;;;;;;;1;2;2;BAJO; USD 334,00 ;45%;183,7;161,7;30%;238,81;$ 8.408,40; USD 210,21 ;1,2; USD 400,80 ;
2909;WEL-PHF-12;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;SENSOR PH CON ATC COMPLETO EN LINEA;3;3;1-E-13-03;;;;;1-E13-02;;2;4;1;; USD 459,00 ;45%;252,45;252;30%;328,19;$ 11.680,00; USD 292,00 ;1,05; USD 481,95 ;
2910;PI451215FS;CONECTOR HEMBRA;ACC CA�ERIA JG;JOHN GUEST;CONECTOR HEMBRA 3/8X5/8 BSPP;140;140;1-G-02-03;;;;;1-G-02-03;;50;150;10;;7,79;0,4;3,12;;40%;4,36;; USD 3,28 ;1,3; USD 10,13 ;
2911;PI451214FS;CONECTOR HEMBRA;ACC CA�ERIA JG;JOHN GUEST;CONECTOR HEMBRA 3/8X1/2 BSPP;210;210;1-G-3-3;;;;;1-G-02-03;;50;150;0;;7,27;0,4;2,91;;40%;4,07;; USD 3,06 ;1,3; USD 9,45 ;
2912;SKA-0350;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X030 & 050;1;1;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;2;; USD 85,90 ;43%; USD 49,39 ;49,39;30%;64,21;$ 2.568,28; USD 64,21 ;1,5; USD 128,85 ;
2913;SKA-252;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X252 & 253;1;1;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;2;; USD 170,00 ;43%; USD 97,75 ;97,75;30%;127,08;$ 5.083,00; USD 127,08 ;1,5; USD 255,00 ;
2914;1C00024MN;BOMBA NEUM;NEUMATICA;WALCHEM IWAKI AMERICA INC;BOMBA NEUMATICA TC-X050AT-NPT - Aluminio;1;1;1-E-4-5;;;;;1-E-04-05;;1;2;1;; USD 475,65 ;43%; USD 273,50 ;273,5;30%;355,55;$ 14.222,00; USD 355,55 ;1,05; USD 499,43 ;
2915;SKL-050-PT;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X050PT;1;1;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;2;; USD 66,00 ;43%; USD 37,95 ;37,95;30%;49,34;$ 1.973,40; USD 49,34 ;1,5; USD 99,00 ;
2916;8E00033MN;BOMBA NEUM;NEUMATICA;WALCHEM IWAKI AMERICA INC;BOMBA NEUMATICA TC-X152PS-PP-BV-NPT;1;1;1-E-4-5;;;;;;;1;2;1;; USD 403,20 ;43%; USD 231,84 ;231,84;30%;301,39;$ 12.055,60; USD 301,39 ;1,05; USD 423,36 ;
2917;SKL-050-MT;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X050ST & 050AT;1;1;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;2;; USD 66,00 ;43%; USD 37,95 ;49,45;30%;49,34;$ 2.571,40; USD 64,29 ;1,5; USD 99,00 ;
2918;SKL-152-PS-BV;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X152PS-PP-BV;1;1;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;2;; USD 90,20 ;43%; USD 51,87 ;51,87;30%;67,42;$ 2.697,24; USD 67,43 ;1,5; USD 135,30 ;
2919;SKL-152-PT-BV;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X152PT-PP-BV;2;2;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;1;; USD 165,00 ;43%; USD 94,88 ;94,88;30%;123,34;$ 5.241,60; USD 131,04 ;1,5; USD 247,50 ;
2920;SKL-253-AT;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X253AT;1;1;1-E-3-5-02;;;;;1-E-03-05-02;;1;3;2;; USD 530,00 ;43%; USD 304,75 ;304,75;30%;396,18;$ 15.847,00; USD 396,18 ;1,5; USD 795,00 ;
2921;SKA-152;KIT MANTENIMIENTO - NEUMATICA;ACC BOMBAS NEUMAT;WALCHEM IWAKI AMERICA INC;KIT MANT BOMBA TC-X152;1;1;1-E-5-5;;;;;1-E-03-05-02;;1;3;2;; USD 139,15 ;43%; USD 80,01 ;86,01;30%;104,01;$ 4.160,52; USD 104,01 ;1,5; USD 208,73 ;
2922;1C00023MN;BOMBA NEUM;NEUMATICA;WALCHEM IWAKI AMERICA INC;BOMBA NEUMATICA TC-X050PT-NPT - Polipropileno REFORZADO FIBRA VIDRIO;1;1;1-E-4-5;;;;;1-E-05-05;;1;2;1;; USD 390,50 ;43%; USD 224,54 ;204,07;30%;291,9;$ 10.611,64; USD 265,29 ;1,05; USD 410,03 ;
2923;1C00025MN;BOMBA NEUM;NEUMATICA;WALCHEM IWAKI AMERICA INC;BOMBA NEUMATICA TC-X050ST-NPT - Inox;1;1;1-E-4-5;;;;;1-E-04-05;;1;2;1;; USD 702,00 ;43%; USD 403,65 ;366,48;30%;524,75;$ 19.056,96; USD 476,42 ;1,05; USD 737,10 ;
